client_id,scenario,observed_days,fine_count,fine_amount_rub,fuel_transactions,fuel_liters,observed_weeks,fuel_active_weeks,fine_active_weeks,gender,age_type_code,region_code,cars_count,vehicle_price_median,fines_2025,estimated_km,average_fine_amount_rub,fuel_active_week_share,fine_active_week_share,smoothed_fines_per_1000_km,log_estimated_km,log_fuel_transactions,raw_cluster_id,cluster_id,is_cautious_cluster,driver_type,assumed_liters_per_100km
000785004fc8858930fba388ae2753a8,economy,61,0.0,0.0,2.0,146.12,9,2,0,M,A20,54,2,1375385.0,5.0,2248.0,0.0,0.2222222222222222,0.0,0.049375245987520716,7.718240951959316,1.0986122886681098,0,0,True,аккуратный,6.5
0008bb56f8889602d088e86dbd9dc472,economy,61,1.0,750.0,2.0,114.72999999999999,9,2,1,M,A20,77,1,1367490.0,17.0,1765.0769230769229,750.0,0.2222222222222222,0.1111111111111111,0.501388347743605,7.476515938016494,1.0986122886681098,0,0,True,аккуратный,6.5
0008ca8e3bbd513d755f479af00c31e2,economy,61,0.0,0.0,1.0,30.62,9,1,0,M,A40,74,1,1335714.0,4.0,471.0769230769231,0.0,0.1111111111111111,0.0,0.13972443660156766,6.15714194492756,0.6931471805599453,0,0,True,аккуратный,6.5
00093f3709c78522d2b7877db9659082,economy,61,0.0,0.0,9.0,235.14,9,7,0,M,A40,66,2,1027500.0,6.0,3617.5384615384614,0.0,0.7777777777777778,0.0,0.032952497527615275,8.193825483388414,2.302585092994046,0,0,True,аккуратный,6.5
000c30e0449b137f28d713ef321d1249,economy,61,0.0,0.0,8.0,355.90999999999997,9,7,0,M,A40,74,1,2747500.0,3.0,5475.538461538462,0.0,0.7777777777777778,0.0,0.02270643505133995,8.60822851275356,2.1972245773362196,0,0,True,аккуратный,6.5
000cda29bfc42d4076b3f37c930234ba,economy,61,3.0,4500.0,14.0,527.26,9,9,1,M,A20,16,1,952500.0,11.0,8111.692307692308,1500.0,1.0,0.1111111111111111,0.36411927690133444,9.001185065839834,2.70805020110221,0,0,True,аккуратный,6.5
0017352a98cab3e93588f2fa70ee51f1,economy,61,4.0,4500.0,5.0,287.54,9,5,3,F,A20,50,1,4148820.0,63.0,4423.6923076923085,1125.0,0.5555555555555556,0.3333333333333333,0.8399556506633261,8.394956020039572,1.791759469228055,1,1,False,неаккуратный,6.5
001744af3b6e9c763a53e912832aa270,economy,61,0.0,0.0,3.0,132.09,9,3,0,F,A20,77,1,2801716.0,2.0,2032.1538461538462,0.0,0.3333333333333333,0.0,0.05358409647178414,7.617343485213702,1.3862943611198906,0,0,True,аккуратный,6.5
00184ae4d36a0e7536756073ff5c1d67,economy,61,2.0,2250.0,10.0,702.61,9,8,1,M,A40,50,1,2337342.0,25.0,10809.384615384615,1125.0,0.8888888888888888,0.1111111111111111,0.18884167871242527,9.288262489591862,2.3978952727983707,0,0,True,аккуратный,6.5
0019f8e59d82c3cf2204d22e54e4912f,economy,61,0.0,0.0,6.0,177.78,9,3,0,M,A20,50,1,3380000.0,2.0,2735.076923076923,0.0,0.3333333333333333,0.0,0.041941251846542474,7.914280393506911,1.9459101490553132,0,0,True,аккуратный,6.5
