client_id,scenario,observed_days,fine_count,fine_amount_rub,fuel_transactions,fuel_liters,observed_weeks,fuel_active_weeks,fine_active_weeks,gender,age_type_code,region_code,cars_count,vehicle_price_median,fines_2025,estimated_km,average_fine_amount_rub,fuel_active_week_share,fine_active_week_share,smoothed_fines_per_1000_km,log_estimated_km,log_fuel_transactions,raw_cluster_id,cluster_id,is_cautious_cluster,driver_type,assumed_liters_per_100km
000785004fc8858930fba388ae2753a8,high,61,0.0,0.0,2.0,146.12,9,2,0,M,A20,54,2,1375385.0,5.0,1461.2,0.0,0.2222222222222222,0.0,0.10643654275538286,7.287697429859215,1.0986122886681098,1,0,True,аккуратный,10.0
0008bb56f8889602d088e86dbd9dc472,high,61,1.0,750.0,2.0,114.72999999999999,9,2,1,M,A20,77,1,1367490.0,17.0,1147.2999999999997,750.0,0.2222222222222222,0.1111111111111111,0.7337724443949839,7.046037866782143,1.0986122886681098,1,0,True,аккуратный,10.0
0008ca8e3bbd513d755f479af00c31e2,high,61,0.0,0.0,1.0,30.62,9,1,0,M,A40,74,1,1335714.0,4.0,306.2,0.0,0.1111111111111111,0.0,0.2589225349191973,5.727499001273517,0.6931471805599453,1,0,True,аккуратный,10.0
00093f3709c78522d2b7877db9659082,high,61,0.0,0.0,9.0,235.14,9,7,0,M,A40,66,2,1027500.0,6.0,2351.4,0.0,0.7777777777777778,0.0,0.07320731838811001,7.763191362585801,2.302585092994046,1,0,True,аккуратный,10.0
000c30e0449b137f28d713ef321d1249,high,61,0.0,0.0,8.0,355.90999999999997,9,7,0,M,A40,74,1,2747500.0,3.0,3559.1,0.0,0.7777777777777778,0.0,0.05142601750433763,8.177543913339203,2.1972245773362196,1,0,True,аккуратный,10.0
000cda29bfc42d4076b3f37c930234ba,high,61,3.0,4500.0,14.0,527.26,9,9,1,M,A20,16,1,952500.0,11.0,5272.6,1500.0,1.0,0.1111111111111111,0.5558575594449393,8.570468520275098,2.70805020110221,1,0,True,аккуратный,10.0
0017352a98cab3e93588f2fa70ee51f1,high,61,4.0,4500.0,5.0,287.54,9,5,3,F,A20,50,1,4148820.0,63.0,2875.4000000000005,1125.0,0.5555555555555556,0.3333333333333333,1.2468872867369367,7.9642947912283395,1.791759469228055,0,1,False,неаккуратный,10.0
001744af3b6e9c763a53e912832aa270,high,61,0.0,0.0,3.0,132.09,9,3,0,F,A20,77,1,2801716.0,2.0,1320.9,0.0,0.3333333333333333,0.0,0.11463745820849956,7.186825374585354,1.3862943611198906,1,0,True,аккуратный,10.0
00184ae4d36a0e7536756073ff5c1d67,high,61,2.0,2250.0,10.0,702.61,9,8,1,M,A40,50,1,2337342.0,25.0,7026.1,1125.0,0.8888888888888888,0.1111111111111111,0.2934778102406102,8.857529381914905,2.3978952727983707,1,0,True,аккуратный,10.0
0019f8e59d82c3cf2204d22e54e4912f,high,61,0.0,0.0,6.0,177.78,9,3,0,M,A20,50,1,3380000.0,2.0,1777.8,0.0,0.3333333333333333,0.0,0.09164252684689475,7.483694258636541,1.9459101490553132,1,0,True,аккуратный,10.0
001bd03ac19ce89dbd48631567889e80,high,61,2.0,2250.0,9.0,170.58,9,7,2,M,A20,16,1,1991749.0,7.0,1705.8,1125.0,0.7777777777777778,0.2222222222222222,1.0013343674185586,7.4423755513138445,2.302585092994046,0,1,False,неаккуратный,10.0
001d382fca556c026efb585d0f8de60b,high,61,0.0,0.0,4.0,263.21000000000004,9,4,0,M,A60,52,1,,5.0,2632.1000000000004,0.0,0.4444444444444444,0.0,0.06664645051302859,7.875917138266182,1.6094379124341003,1,0,True,аккуратный,10.0
001efe475c3124ac8c01f9a570a72195,high,61,0.0,0.0,5.0,140.78,9,5,0,M,A40,74,1,1178109.0,11.0,1407.8,0.0,0.5555555555555556,0.0,0.10941573941286134,7.250493557181996,1.791759469228055,1,0,True,аккуратный,10.0
0021f518b6f585c14828ee09c3552849,high,61,0.0,0.0,4.0,152.23,9,4,0,M,A40,24,1,1045000.0,3.0,1522.2999999999997,0.0,0.4444444444444444,0.0,0.10322076232599363,7.328634313142655,1.6094379124341003,1,0,True,аккуратный,10.0
0023f77bc1b303d618e5078e2a60fd5d,high,61,0.0,0.0,12.0,298.07,9,5,0,M,A40,47,1,2030628.0,1.0,2980.7,0.0,0.5555555555555556,0.0,0.05997165732520955,8.00024888664207,2.5649493574615367,1,0,True,аккуратный,10.0
0024d63c7c23bb6e6c7637047188b053,high,61,0.0,0.0,5.0,188.1,9,5,0,M,A60,16,1,2784833.0,9.0,1881.0,0.0,0.5555555555555556,0.0,0.08767045260472778,7.540090320145325,1.791759469228055,1,0,True,аккуратный,10.0
00259fdf67f9dd585984c4ec077e548a,high,61,1.0,750.0,10.0,324.8,9,9,1,M,A20,72,1,2366667.0,17.0,3248.0,750.0,1.0,0.1111111111111111,0.32250356127317414,8.0861025356691,2.3978952727983707,1,0,True,аккуратный,10.0
0026266890a085ee2a80184468f2c627,high,61,0.0,0.0,4.0,153.6,9,3,0,M,A40,78,1,1338577.0,4.0,1536.0,0.0,0.3333333333333333,0.0,0.10252620218657017,7.337587743538596,1.6094379124341003,1,0,True,аккуратный,10.0
002b5b19c361112c5e55b2ae6349a78a,high,61,0.0,0.0,7.0,442.76,9,5,0,M,A40,50,1,4569983.0,1.0,4427.6,0.0,0.5555555555555556,0.0,0.042362072337823055,8.395838786004061,2.0794415416798357,1,0,True,аккуратный,10.0
002bd011c814b52db526509ff5e1f1c7,high,61,0.0,0.0,13.0,352.8,9,7,0,M,A20,77,1,1734647.0,22.0,3528.0,0.0,0.7777777777777778,0.0,0.05182307538526734,8.16876982367527,2.6390573296152584,1,0,True,аккуратный,10.0
002c75ad7788cbe89590bee8f41a3c65,high,61,0.0,0.0,9.0,338.49,9,6,0,M,A20,77,1,1133997.0,3.0,3384.9,0.0,0.6666666666666666,0.0,0.05373197447858551,8.12737502888425,2.302585092994046,1,0,True,аккуратный,10.0
002dc4455bcd9e2c288ec51e2ee1c10f,high,61,2.0,2250.0,10.0,352.84,9,7,2,M,A40,50,1,1008750.0,8.0,3528.4,1125.0,0.7777777777777778,0.2222222222222222,0.5482929569188405,8.168883163809133,2.3978952727983707,1,0,True,аккуратный,10.0
00374ae9493885c5b9f553620946849f,high,61,0.0,0.0,6.0,261.81,9,4,0,M,A20,77,3,1780333.5,2.0,2618.1,0.0,0.4444444444444444,0.0,0.06694568732621047,7.870586026291187,1.9459101490553132,1,0,True,аккуратный,10.0
00393890ba60ba496e34d573ca10d464,high,61,0.0,0.0,10.0,259.2,9,7,0,F,A40,50,1,1515321.0,8.0,2592.0,0.0,0.7777777777777778,0.0,0.0675107851396691,7.860570785538664,2.3978952727983707,1,0,True,аккуратный,10.0
003963b051acbe3a022d96bf86fc48f4,high,61,4.0,3000.0,7.0,427.63,9,7,4,M,A20,24,1,950625.0,36.0,4276.3,750.0,0.7777777777777778,0.4444444444444444,0.881172319086292,8.361077248390364,2.0794415416798357,0,1,False,неаккуратный,10.0
003d4b2acdb3fb20900a5e7aac409e31,high,61,0.0,0.0,6.0,158.25,9,5,0,M,A20,66,1,1764813.0,4.0,1582.5,0.0,0.5555555555555556,0.0,0.10023690163354472,7.367392865978695,1.9459101490553132,1,0,True,аккуратный,10.0
003dd20e0f1d373b4b1509005e11be0a,high,61,0.0,0.0,8.0,253.43,9,5,0,M,A40,50,1,955000.0,66.0,2534.3,0.0,0.5555555555555556,0.0,0.06879456469428101,7.838067252218546,2.1972245773362196,1,0,True,аккуратный,10.0
00469abd7e545537d8dc98385a5c4626,high,61,0.0,0.0,1.0,40.02,9,1,0,M,A40,78,1,1284649.0,1.0,400.20000000000005,0.0,0.1111111111111111,0.0,0.2318855228303231,5.994460056087781,0.6931471805599453,1,0,True,аккуратный,10.0
0046d4544114f44dfc97a404dc23d7f9,high,61,2.0,2250.0,5.0,186.03,9,5,2,M,A20,55,1,1495000.0,14.0,1860.3,1125.0,0.5555555555555556,0.2222222222222222,0.935789241898003,7.5290304473042875,1.791759469228055,0,1,False,неаккуратный,10.0
00479fb3afdd783a0dbddcffe5062ece,high,61,2.0,1500.0,5.0,147.35,9,4,1,M,A20,74,1,1876047.0,5.0,1473.5,750.0,0.4444444444444444,0.1111111111111111,1.119201088245177,7.296074228255331,1.791759469228055,1,0,True,аккуратный,10.0
004a7791475c79c433ea8cac910c0dac,high,61,0.0,0.0,4.0,71.94,9,4,0,F,A40,24,1,1705000.0,8.0,719.4,0.0,0.4444444444444444,0.0,0.17118529412158184,6.579806613301801,1.6094379124341003,1,0,True,аккуратный,10.0
004d02d91d0f4bdce4eed7411e951ded,high,61,0.0,0.0,5.0,179.84,9,5,0,M,A20,77,1,955000.0,10.0,1798.4,0.0,0.5555555555555556,0.0,0.09082115717536411,7.4952085549830185,1.791759469228055,1,0,True,аккуратный,10.0
004dc2525ae3c058b6233f5e5bae3cca,high,61,0.0,0.0,3.0,112.28,9,3,0,F,A40,16,1,2481280.0,2.0,1122.8,0.0,0.3333333333333333,0.0,0.128631592095056,7.024471078678098,1.3862943611198906,1,0,True,аккуратный,10.0
004ff7391e0a9ebae5119a1571607a69,high,61,0.0,0.0,4.0,193.93,9,4,0,M,A40,50,1,1558954.0,1.0,1939.3,0.0,0.4444444444444444,0.0,0.08557510255067308,7.570597879277226,1.6094379124341003,1,0,True,аккуратный,10.0
00537d74d342bbbd836dc32974f75eb9,high,61,0.0,0.0,9.0,329.23,9,5,0,M,A20,16,1,1728000.0,15.0,3292.3,0.0,0.5555555555555556,0.0,0.05504399642746008,8.099645380565091,2.302585092994046,1,0,True,аккуратный,10.0
005a8681bc643b3a50fe016b2e9cfd12,high,61,0.0,0.0,5.0,230.03,9,4,0,M,A20,54,1,847353.0,5.0,2300.3,0.0,0.4444444444444444,0.0,0.07454320881757558,7.74122945963336,1.791759469228055,1,0,True,аккуратный,10.0
